property_name,preferred_plus_property,property_stars,property_address,dist_from_center,metro_access,booking_reviews,user_reviews,room_type,bed_type,sus_property_type,property_rating,price_per_night,breakfast_included,free_cancellation_no_prepayment
Beausejour Ranelagh,1,3,"16th arr., Paris",6.0,1,Very good ,894,Classic Double Room,1 double bed,1,8.5,222,False,False
9Hotel Bastille-Lyon,1,3,"12th arr., Paris",1.8,1,Very good ,"1,604",Standard Double Room,1 double bed,1,8.0,204,False,False
Hotel Square,1,5,"16th arr., Paris",5.4,0,Very good ,573,Classique Square ,1 large double bed,0,8.0,270,False,False
ibis Paris Gare De L'Est TGV,1,3,"10th arr., Paris",2.2,1,Good ,"1,669",Standard Double Room,1 double bed,1,7.4,162,False,False
Aparthotel Adagio Paris Bercy Village,1,4,"12th arr., Paris",3.8,1,Good ,"1,255",Studio (2 Adults),Entire studio • 1 bathroom • 1 kitchen • 24m²Beds: 1 double or 2 singles,0,7.8,173,False,False
Hôtel Caron,1,3,"4th arr., Paris",0.8,1,Fabulous ,466,Double Room with Shower,1 double bed,0,8.7,173,False,False
Le Senat,1,4,"6th arr., Paris",1.2,1,Very good ,560,Superior Room,1 double bed,1,8.2,207,False,False
Hotel du Dragon,0,2,"6th arr., Paris",1.6,1,Good ,527,Double Room,1 large double bed,0,7.9,122,False,False
Le Marceau Bastille,1,4,"12th arr., Paris",1.6,1,Fabulous ,"1,306",Standard Double or Twin Room,Beds: 1 double or 2 singles,1,8.6,221,False,False
Hôtel Mayfair Paris,1,4,"1st arr., Paris",2.1,1,Fabulous ,401,Classic Double or Twin Room,Beds: 1 double or 2 singles,1,8.7,303,False,False
Petit Madeleine Hôtel,1,3,"8th arr., Paris",3.1,1,Very good ,669,Classic Double Room,1 large double bed,0,8.5,172,False,False
Hôtel Beige,1,4,"9th arr., Paris",2.3,1,Fabulous ,219,Superior Double Room,Beds: 1 double or 2 singles,1,8.8,225,False,False
Le Belleval,1,4,"8th arr., Paris",3.0,1,Fabulous ,805,Superior Double or Twin Room,Beds: 1 double or 2 singles,1,8.7,253,False,False
Suites & Hôtel Helzear Etoile,1,4,"8th arr., Paris",4.1,0,Very good ,"1,743",Junior Suite,Private suite1 large double bed,1,8.4,205,False,False
Le Pavillon de la Reine & Spa - Small Luxury Hotels of the World,1,5,"3rd arr., Paris",1.1,1,Fabulous ,557,Classic Double Room,1 large double bed,0,8.9,428,False,False
Amélie Hotel,1,2,"7th arr., Paris",3.2,1,Good ,300,Double Room,1 double bed,0,7.9,152,False,False
Hôtel du Lion d'Or Louvre,1,3,"1st arr., Paris",1.7,1,Very good ,650,Superior Double Room,1 double bed,1,8.1,227,False,False
La Finca Hôtel & Spa,1,3,"11th arr., Paris",1.5,0,Fabulous ,959,Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 23m²2 beds (1 single, 1 large double)",0,8.7,228,False,False
Hôtel des Pavillons,1,2,"17th arr., Paris",5.0,1,Good ,"1,025",Standard Double Room,1 double bed,1,7.9,178,False,False
Hotel West-End,1,4,"8th arr., Paris",3.7,1,Fabulous ,500,Standard Double Room,1 double bed,1,8.8,315,True,False
Hôtel Le Colisée,1,3,"8th arr., Paris",3.6,1,Good ,640,Double Room,1 double bed,1,7.9,204,False,False
Drawing Hotel,1,4,"1st arr., Paris",1.4,1,Fabulous ,625,Superior Double Room,Beds: 1 double or 2 singles,0,8.7,395,False,False
Avalon Hotel Paris Gare du Nord,1,3,"10th arr., Paris",2.7,1,Review score ,"2,578",Family Room (3 Adults),Multiple bed types,0,6.9,147,False,False
Le Pavillon Hotel,1,3,"7th arr., Paris",3.1,1,Very good ,426,Double Room,1 large double bed,1,8.3,194,False,False
Hôtel Garance,1,3,"5th arr., Paris",2.1,1,Good ,968,Double Room,1 extra-large double bed,1,7.5,147,False,False
Hôtel de l'Alma Paris,0,3,"7th arr., Paris",3.5,1,Good ,"1,102",Twin Room,2 single beds,0,7.3,139,False,False
Hotel Panache,1,4,"9th arr., Paris",1.9,1,Very good ,345,Superior Double Room,1 double bed,0,8.3,236,False,False
Hôtel des Pyrénées - Entre Bastille et Nation,1,2,"12th arr., Paris",2.6,1,Good ,279,Double Room,1 double bed,0,7.1,122,False,False
Hôtel Sèvres Saint Germain,1,3,"6th arr., Paris",2.1,1,Very good ,659,Standard Double Room,1 large double bed,0,8.4,181,False,False
Hôtel Les Deux Gares,1,4,"10th arr., Paris",2.5,1,Very good ,516,Superior Double or Twin Room,Beds: 1 double or 2 singles,0,8.4,206,False,False
Hôtel Mondial,1,3,"9th arr., Paris",1.8,1,Good ,"1,307",Comfort Double or Twin Room,Beds: 1 double or 2 singles,0,7.3,188,False,False
Villa Royale Montsouris,1,3,"14th arr., Paris",4.0,0,Good ,759,Classic Double Room,Beds: 1 double or 2 singles,0,7.0,113,False,False
Hotel des Grands Boulevards,1,4,"2nd arr., Paris",1.6,1,Fabulous ,451,Classic Double Room - Petit Boulevard,1 large double bed,1,8.9,278,False,False
Novotel Paris Centre Tour Eiffel,1,4,"15th arr., Paris",5.0,1,Good ,"4,578",Classic Twin Room,2 single beds,1,7.3,237,False,False
Golden Tulip Opera de Noailles,1,4,"2nd arr., Paris",1.9,0,Very good ,"1,753",Standard Double Room,1 double bed,1,8.5,224,False,False
Hotel Delambre,1,3,"14th arr., Paris",2.5,1,Very good ,447,Budget Double Room,1 double bed,0,8.2,147,False,False
Hôtel Marais Bastille,1,3,"11th arr., Paris",1.5,1,Very good ,581,Twin Room,2 single beds,0,8.4,160,False,False
Victoires Opera,1,4,"2nd arr., Paris",1.0,1,Good ,481,Classic Double Room,1 double bed,0,7.7,168,False,False
Etoile Park Hotel,1,3,"17th arr., Paris",4.7,1,Good ,"1,400",Double Room with Courtyard View 1 or 2 persons,1 large double bed,0,7.5,175,False,False
Dream Hôtel Opéra & Spa,1,4,"9th arr., Paris",2.0,1,Very good ,917,Standard Double Room,1 large double bed,0,8.3,205,False,False
Madrigal,1,3,"15th arr., Paris",3.3,1,Very good ,"1,229",Double Room - Double Mignonne,1 double bed,1,8.4,171,False,False
Hotel de l'Europe,0,2,"14th arr., Paris",3.8,1,Review score ,"1,358",Double Room,1 double bed,0,6.1,77,False,False
Appart'City Paris La Villette,1,2,"19th arr., Paris",4.2,1,Good ,"1,104",Double Studio,1 double bed,1,7.0,123,False,False
Le Trente,1,3,"17th arr., Paris",4.2,1,Good ,774,Standard Double Room,Beds: 1 double or 2 singles,0,7.9,122,False,False
Hôtel Mistral,1,3,"14th arr., Paris",3.0,1,Fabulous ,463,Comfort Double Room,1 double bed,0,8.7,191,False,False
Hotel Migny Opéra Montmartre,1,3,"9th arr., Paris",2.8,1,Very good ,"2,935",Triple Room,Multiple bed types,1,8.1,156,False,False
Grand Hôtel Amelot,1,3,"11th arr., Paris",1.3,1,Very good ,"2,960",Double Room,1 double bed,1,8.1,173,False,False
Hôtel du Théâtre by Patrick Hayat,1,3,"17th arr., Paris",3.7,1,Very good ,283,Double or Twin Room,Beds: 1 double or 2 singles,0,8.0,131,False,False
Hôtel Eden Opéra,1,3,"9th arr., Paris",2.9,1,Very good ,554,Double Room,1 double bed,0,8.3,141,False,False
Les Tournelles,1,3,"3rd arr., Paris",1.0,1,Fabulous ,728,Standard Twin Room,2 single beds,0,8.8,220,False,False
Westside Arc de Triomphe Hotel,1,4,"17th arr., Paris",5.0,1,Very good ,957,Deluxe Double Room with Balcony,1 double bed,0,8.1,176,False,False
Courtyard by Marriott Paris Gare de Lyon,1,4,"12th arr., Paris",1.9,1,Fabulous ,"1,568",King Room with Sacre Coeur View,1 extra-large double bed,1,8.6,305,False,False
Ménil Bon Temps,1,No Rating available,"20th arr., Paris",2.6,1,Good ,935,Standard Twin Room,2 single beds,0,7.1,126,False,False
Chateaudun Opéra,1,3,"9th arr., Paris",2.4,1,Good ,557,Twin Room,2 single beds,0,7.7,139,False,False
Hôtel de Lorraine,0,1,"10th arr., Paris",2.3,1,Review score ,470,Double Room with Private Toilets in the Corridor,1 double bed,0,3.7,62,False,False
Hôtel Apollo Opéra,0,3,"9th arr., Paris",3.2,0,Review score ,577,Double Room,1 double bed,1,6.7,98,False,False
Solar Hotel,1,2,"14th arr., Paris",3.0,1,Good ,629,Double Room,1 large double bed,1,7.8,121,True,False
Mercure Paris Gare De Lyon TGV,1,4,"12th arr., Paris",2.1,1,Good ,"2,295",Superior Room with Queen Bed,1 large double bed,0,7.8,246,False,False
Too Hotel Paris - MGallery,1,4,"13th arr., Paris",4.1,0,Fabulous ,44,Superior Double Room with Paris and the Seine View,1 large double bed,1,8.7,279,False,False
Francois 1er,1,4,"8th arr., Paris",4.1,1,Very good ,530,Double Classic,,0,8.5,217,False,False
Hotel Bellevue Montmartre,1,3,"18th arr., Paris",3.1,0,Good ,587,Double Room,1 double bed,0,7.1,111,False,False
Hôtel Aiglon,1,4,"14th arr., Paris",2.4,0,Fabulous ,"1,062",Suite (2 Adults),"Private suite • 1 bedroom • 1 living room • 1 bathroom • 28m²2 beds (1 sofa bed, 1 large double)",0,8.7,225,False,False
Hotel de la Paix Tour Eiffel,1,3,"7th arr., Paris",3.5,1,Very good ,713,Deluxe Triple Room,Multiple bed types,1,8.3,259,False,False
Apartments WS Louvre - Sainte-Anne,0,3,"2nd arr., Paris",1.7,0,Very good ,56,One-Bedroom Apartment,Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 11m²1 double bed,0,8.3,137,False,False
Royal Garden Champs-Élysées,1,4,"8th arr., Paris",4.1,0,Good ,"1,438",Superior Double Room,Beds: 1 double or 2 singles,1,7.7,248,False,False
Hôtel Le Lavoisier,1,4,"8th arr., Paris",3.0,1,Good ,236,Standard Double Room,1 double bed,1,7.9,205,False,False
La Maison Favart,1,4,"2nd arr., Paris",1.9,0,Superb ,754,Classic Double Room,1 large double bed,1,9.0,296,False,False
Hôtel Duo,1,4,"4th arr., Paris",200.0,1,Very good ,576,Standard Double Room,1 double bed,1,8.2,294,False,False
La Clef Champs-Élysées Paris by The Crest Collection,1,5,"8th arr., Paris",4.1,1,Very good ,858,Executive Room,1 extra-large double bed,1,8.5,388,False,False
Timhotel Nation,0,3,"20th arr., Paris",3.5,0,Review score ,719,Comfort Double Room,1 double bed,0,6.7,96,False,False
Hôtel Vic Eiffel,1,3,"15th arr., Paris",3.3,1,Fabulous ,"1,195",Classic Double Room,1 double bed,1,8.8,186,False,False
HOTEL DE PARIS MONTPARNASSE,1,3,"14th arr., Paris",2.8,0,Good ,"2,637",Superior Double Room with bath with city view,1 double bed,1,7.8,143,False,False
Hotel d'Angleterre,1,3,"6th arr., Paris",1.3,1,Very good ,544,Comfort Room,Beds: 1 double or 2 singles,0,8.4,250,True,False
Hôtel La Parizienne by Elegancia,1,3,"6th arr., Paris",2.6,1,Good ,777,"Double Room ""Audacieuse""",1 double bed,0,7.9,153,False,False
Villa Margaux Opéra Montmartre,1,3,"9th arr., Paris",2.8,1,Good ,881,Double Room,1 double bed,0,7.9,135,False,False
Hotel Yllen Eiffel,1,4,"15th arr., Paris",3.6,1,Fabulous ,"1,840",Classic Twin Room,2 single beds,1,8.7,200,False,False
Hotel Royal Bergère,0,3,"9th arr., Paris",1.9,1,Review score ,475,Double Room,1 double bed,0,6.7,118,False,False
Hotel Rendez-Vous Batignolles,1,3,"17th arr., Paris",3.6,1,Fabulous ,"1,102",Comfort Double Room,Beds: 1 double or 2 singles,1,8.6,183,False,False
Maison Albar Hotels Le Pont-Neuf,1,5,"1st arr., Paris",0.7,1,Fabulous ,869,Superior Double Room,1 large double bed,0,8.9,447,False,False
Apollinaire,1,3,"14th arr., Paris",2.5,1,Very good ,"1,262",Double Room,1 double bed,0,8.1,162,False,False
Hotel du Lys,1,No Rating available,"6th arr., Paris",0.8,1,Good ,"1,125",Twin Room,2 single beds,0,7.7,199,True,False
Queen Mary Opera,1,3,"8th arr., Paris",2.6,1,Very good ,764,Deluxe Double or Twin Room,Beds: 1 double or 2 singles,1,8.3,220,False,False
Drawing House,0,4,"14th arr., Paris",3.2,0,Superb ,832,Double Room,Beds: 1 double or 2 singles,1,9.0,172,False,False
Laz' Hotel Spa Urbain Paris,1,4,"9th arr., Paris",3.0,1,Very good ,"1,423",Standard Double or Twin Room,"3 beds (2 singles, 1 large double)",0,8.5,274,False,False
Le Petit Beaumarchais Hotel & Spa Ex Hotel Original,1,4,"11th arr., Paris",1.3,0,Fabulous ,617,Double Room with Sauna Access,1 large double bed,1,8.7,223,False,False
Hôtel Des Mines,1,3,"5th arr., Paris",1.8,0,Very good ,897,Twin Room,2 single beds,0,8.2,182,False,False
Hotel Whistler,1,4,"10th arr., Paris",2.5,1,Very good ,"1,325",Double Room,1 large double bed,0,8.5,195,False,False
Hôtel le 209 Paris Bercy,1,4,"12th arr., Paris",3.4,1,Very good ,"2,223",Standard Double Room,1 large double bed,1,8.4,132,False,False
"Holiday Inn Paris - Gare de Lyon Bastille, an IHG Hotel",1,4,"12th arr., Paris",1.9,1,Fabulous ,"1,974",Standard Double Room,1 double bed,1,8.6,235,False,True
Hotel Campanile Paris-Bercy Village,1,3,"12th arr., Paris",3.6,1,Good ,"5,373",Twin Room,2 single beds,1,7.9,153,False,False
Hôtel d'Orsay - Esprit de France,1,4,"7th arr., Paris",2.1,0,Fabulous ,512,Classic Room,1 double bed,1,8.8,237,False,False
Hôtel du Temps,1,No Rating available,"9th arr., Paris",2.2,1,Very good ,281,Standard Double Room,1 double bed,0,8.4,191,False,False
Residhome Paris Rosa Parks,1,3,"19th arr., Paris",4.6,0,Very good ,"1,932",One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 bathroom • 37m²2 beds (1 double, 1 sofa bed)",0,8.3,217,False,False
Hotel Camille Paris Tapestry Collection by Hilton,1,4,"12th arr., Paris",1.9,1,Very good ,100,King Guest Room,1 extra-large double bed,1,8.1,244,False,False
Okko Hotels Paris Porte De Versailles,1,4,"15th arr., Paris",6.0,1,Very good ,900,Classic Room,1 large double bed,1,8.4,193,False,False
Hotel Brady - Gare de l'Est,1,3,"10th arr., Paris",1.6,1,Good ,"2,103",Standard Double Room,Beds: 1 double or 2 singles,1,7.9,153,False,False
Hôtel De l'Arcade,1,3,"8th arr., Paris",2.6,1,Very good ,772,Standard Double Room,1 double bed,0,8.3,254,False,False
Mercure Paris 17 Batignolles,1,4,"17th arr., Paris",4.8,0,Very good ,855,Superior Double Room,1 large double bed,1,8.3,215,False,False
Hôtel Raspail Montparnasse,1,3,"14th arr., Paris",2.3,1,Very good ,815,Classic Double Room,1 double bed,1,8.2,163,False,False
K+K Hôtel Cayré Saint Germain des Prés,1,4,"7th arr., Paris",1.9,1,Very good ,"2,190",Cosy Urban  Room,Beds: 1 double or 2 singles,0,8.1,360,False,False
Hôtel des Saints Pères - Esprit de France,1,4,"6th arr., Paris",1.6,0,Very good ,275,Classic Room,1 double bed,1,8.5,282,False,False
Relais Hôtel du Vieux Paris,1,4,"6th arr., Paris",0.7,1,Superb ,964,Classic Double Room,1 large double bed,1,9.0,216,False,False
B Montmartre,1,4,"17th arr., Paris",3.5,1,Superb ,"1,730",Privilege Double Room,Multiple bed types,0,9.0,249,False,False
Citadines Bastille Gare de Lyon Paris,1,3,"12th arr., Paris",2.6,1,Very good ,"1,886",Studio (2 Adults),Entire studio • 2 bathrooms • 1 kitchen • 20m²Beds: 1 double or 2 singles,1,8.0,249,False,False
Hotel de Seze,1,4,"9th arr., Paris",2.4,1,Fabulous ,632,Superior Double or Twin Room,Beds: 1 double or 2 singles,1,8.8,272,False,False
Maison Albar Hotels Le Champs-Elysées,1,5,"17th arr., Paris",4.7,1,Very good ,295,Superior Double Room,1 large double bed,1,8.2,328,False,False
Hotel le 18 Paris,1,3,"18th arr., Paris",4.5,1,Good ,"1,192",Comfort Twin Room,2 single beds,1,7.8,137,False,False
Le Katorze Hôtel,1,4,"17th arr., Paris",4.2,1,Very good ,601,Double Room,1 double bed,0,8.4,181,False,False
Hôtel Saint Germain,1,4,"7th arr., Paris",2.0,1,Very good ,379,Classic Double Room with Bath,1 double bed,1,8.5,235,True,False
Paris France Hotel,0,3,"3rd arr., Paris",1.3,1,Fabulous ,"1,621",Superior Double Room,1 double bed,0,8.6,187,False,False
HOTEL SAVOY,0,1,"14th arr., Paris",3.0,1,Review score ,430,Deluxe Double Room,1 double bed,0,5.9,86,False,False
Hotel Splendid,1,3,"15th arr., Paris",4.2,1,Good ,806,Superior Double Room,1 double bed,0,7.7,180,False,False
Hôtel Le Relais Saint-Germain,0,4,"6th arr., Paris",1.1,1,Fabulous ,83,Superior Double Room,Multiple bed types,0,8.7,256,True,False
St Christopher's Budget Hotel Paris - Gare du Nord,1,No Rating available,"10th arr., Paris",2.6,1,Review score ,634,Quadruple Room with Bathroom,4 bunk beds,0,6.8,150,False,False
The Westin Paris - Vendôme,1,4,"1st arr., Paris",2.0,1,Good ,255,Superior Twin Room,1 large double bed,1,7.3,526,False,False
Hotel Opéra Marigny,1,4,"8th arr., Paris",2.6,1,Very good ,"1,139",Classic Double Room,Beds: 1 double or 2 singles,0,8.2,230,False,False
Amiral Hôtel,1,4,"13th arr., Paris",3.5,0,Good ,"1,864",Superior Queen Room with Queen Bed and Garden View,1 large double bed,0,7.3,150,False,False
Maison Bréguet,1,5,"11th arr., Paris",1.5,1,Very good ,968,Standard Double Room,1 large double bed,1,8.5,340,False,False
Hôtel des 3 Poussins,1,3,"9th arr., Paris",2.7,1,Fabulous ,"1,170",Standard Double or Twin Room,Beds: 1 double or 2 singles,1,8.8,156,False,False
Arc de Triomphe Etoile,1,3,"17th arr., Paris",4.6,1,Very good ,942,Classic Double Room,1 double bed,0,8.2,224,False,False
Plaza Tour Eiffel,1,4,"16th arr., Paris",5.1,1,Very good ,577,Superior Room,1 large double bed,1,8.5,222,False,True
L'Empire Paris,1,4,"1st arr., Paris",0.8,1,Very good ,"1,167",Superior Double or Twin Room,Beds: 1 double or 2 singles,1,8.2,215,False,False
Le 12 Hôtel,0,4,"8th arr., Paris",3.1,1,Superb ,704,Deluxe Double Room,1 double bed,1,9.0,213,False,False
1K Paris,1,4,"3rd arr., Paris",1.3,0,Good ,867,Superior M Double Room ,Multiple bed types,0,7.7,207,True,False
Kyriad Paris 18 - Porte de Clignancourt - Montmartre,1,3,"18th arr., Paris",4.5,1,Very good ,"2,339",Twin Room,2 single beds,0,8.0,143,False,False
Jardins de Montmartre,1,3,"18th arr., Paris",4.1,0,Good ,926,Classic Double Room,1 double bed,1,7.6,128,False,False
Snob Hotel by Elegancia,1,4,"1st arr., Paris",0.6,1,Very good ,713,Classic Double Room,1 large double bed,0,8.3,225,False,False
Rochester Champs Elysees,1,4,"8th arr., Paris",3.5,1,Very good ,767,Deluxe Double or Twin Room,Multiple bed types,0,8.5,405,False,False
Hôtel Saint-André des Arts,1,4,"6th arr., Paris",1.0,1,Fabulous ,622,"Double Room ""Cocon""",1 large double bed,1,8.8,230,False,False
Select Hotel,1,4,"5th arr., Paris",1.1,1,Superb ,"1,397",Small Double Room with Winter Garden View,1 double bed,1,9.0,200,False,False
Idol Hotel,1,4,"8th arr., Paris",3.4,1,Fabulous ,540,"Double Room ""Lady Soul""",1 large double bed,1,8.7,200,False,False
Grand Hôtel De Paris,0,No Rating available,"10th arr., Paris",2.1,1,Good ,"1,586",Double or Twin Room,Beds: 1 double or 2 singles,0,7.1,121,True,False
Maison Du Pré,1,2,"10th arr., Paris",2.6,1,Good ,"1,309",Double Room,1 double bed,0,7.5,82,False,False
FIAP Jean Monnet,0,No Rating available,"14th arr., Paris",3.1,1,Good ,"1,311",Twin Room,2 single beds,0,7.8,112,True,False
Hôtel Bourgogne & Montana,1,4,"7th arr., Paris",2.5,1,Fabulous ,369,Classic Double Room - La Parisienne ,1 double bed,1,8.6,253,False,False
Hotel Paris Villette,1,3,"19th arr., Paris",4.3,1,Good ,418,Twin Room,2 single beds,0,7.4,114,False,False
Hotel Paris Bercy,0,1,"12th arr., Paris",3.8,1,Review score ,783,Double Room,1 double bed,0,6.1,76,False,False
Hôtel Maxim Folies,1,3,"9th arr., Paris",2.0,1,Fabulous ,"1,549",Standard Double Room,1 double bed,1,8.6,163,False,False
Victoire & Germain,1,4,"6th arr., Paris",1.1,0,Fabulous ,453,Classic Room,1 large double bed,1,8.9,225,False,True
Citadines Trocadéro Paris,1,3,"16th arr., Paris",4.9,1,Very good ,"1,487",Studio,1 double bed,1,8.4,213,False,False
Montparnasse Alésia,0,3,"14th arr., Paris",3.7,1,Very good ,"2,038",Standard Double Room,1 double bed,0,8.1,134,False,False
ibis budget Paris Porte de Vincennes,0,2,"20th arr., Paris",4.8,1,Review score ,"4,759",Triple Room,"2 beds (1 single, 1 large double)",0,6.9,96,False,False
Hotel Apolonia Paris Montmartre; Sure Hotel Collection by Best Western,1,3,"18th arr., Paris",3.9,1,Very good ,"1,703",Standard Twin Room,2 single beds,0,8.1,126,False,False
Paris Marriott Champs Elysees Hotel,1,5,"8th arr., Paris",3.8,1,Good ,304,Deluxe Queen Room,1 large double bed,1,7.4,567,False,False
Hôtel Aladin,0,2,"13th arr., Paris",2.4,1,Review score ,"1,130",Standard Double Room,1 double bed,0,6.4,74,False,False
Graphik Montparnasse,1,3,"14th arr., Paris",3.1,1,Very good ,77,Double Room with Private Bathroom,1 double bed,1,8.5,178,False,False
Best Western Plus Hotel Sydney Opera,1,3,"8th arr., Paris",2.7,1,Superb ,"1,305",Classic Double Room ,1 double bed,0,9.0,224,False,False
Le Grand Quartier,1,4,"10th arr., Paris",1.8,1,Fabulous ,"1,157",Cosy Double Queen Size,1 large double bed,1,8.8,241,False,False
Hôtel des Comédies,1,3,"10th arr., Paris",1.6,1,Very good ,794,Triple Room,Multiple bed types,0,8.2,192,False,False
Hotel Opéra Richepanse,1,4,"1st arr., Paris",2.3,1,Fabulous ,617,Classic Room,1 large double bed,0,8.9,326,False,False
Grand Hotel Nouvel Opera,0,3,"11th arr., Paris",2.0,1,Review score ,958,Standard Twin Room with Shower or Bath,2 single beds,1,6.0,103,False,False
Courcelles Médéric,1,3,"17th arr., Paris",4.4,1,Good ,517,Superior Double Room,1 double bed,0,7.8,174,False,False
Au Pacific Hotel,1,2,"15th arr., Paris",4.5,1,Good ,"2,395",Standard Twin Room,2 single beds,0,7.9,129,False,False
Le Basile Hôtel,1,4,"9th arr., Paris",2.4,1,Superb ,"1,152",Double or Twin Room - Disability Access,Beds: 1 double or 2 singles,1,9.0,246,False,False
Hotel Marais Grands Boulevards,1,4,"3rd arr., Paris",1.4,1,Very good ,"1,096",Classic Double Room,1 double bed,0,8.0,115,False,False
Hôtel du Roussillon,0,No Rating available,"13th arr., Paris",3.0,1,Good ,383,Superior Double Room,1 double bed,0,7.6,113,False,False
New Orient Hotel,1,3,"8th arr., Paris",3.5,1,Fabulous ,781,Comfort Double Room with Balcony,1 large double bed,0,8.7,188,False,False
Residence Chatillon,0,2,"14th arr., Paris",3.9,1,Review score ,492,Double Room,1 double bed,0,5.4,82,False,False
Hôtel Regent's Garden - Astotel,1,4,"17th arr., Paris",5.1,0,Superb ,650,Standard Double Room,1 large double bed,0,9.0,213,False,False
Champerret Heliopolis,1,3,"17th arr., Paris",5.3,1,Very good ,703,Double Room,1 double bed,0,8.5,144,True,False
Romance Malesherbes by Patrick Hayat,1,3,"17th arr., Paris",4.4,1,Good ,294,Room Rostand with kitchenette,Private studio • 1 bathroom • 15m²1 large double bed,0,7.8,159,False,False
Pavillon Faubourg Saint-Germain & Spa,1,5,"7th arr., Paris",1.5,1,Fabulous ,199,Classic Double or Twin Room,1 large double bed,1,8.9,412,False,False
Le 123 Elysees - Astotel,1,4,"8th arr., Paris",3.6,1,Fabulous ,425,Standard Double Room,1 double bed,1,8.7,213,False,False
Hotel Archetype Etoile,1,3,"17th arr., Paris",5.0,1,Fabulous ,706,Double Room,Multiple bed types,0,8.7,202,False,False
Maison Armance - Esprit de France,1,4,"1st arr., Paris",2.2,0,Fabulous ,294,Superior Double Room,2 single beds,1,8.9,326,False,False
COQ Hotel Paris,1,4,"13th arr., Paris",2.7,1,Fabulous ,"1,101",Classic Room,1 large double bed,1,8.9,205,False,False
Hôtel D'Aubusson,1,5,"6th arr., Paris",0.9,1,Superb ,729,Superior Double Room,1 large double bed,1,9.2,491,False,False
Mercure Paris Gare Montparnasse TGV,1,4,"14th arr., Paris",3.2,1,Good ,"7,249",Classic Double Room,,0,7.7,221,False,False
Hôtel Du Prince Eugène,1,3,"11th arr., Paris",3.1,1,Very good ,"1,190",Superior Double Room,1 large double bed,1,8.4,179,False,False
Hotel Du Cadran,1,4,"7th arr., Paris",3.3,1,Very good ,666,Superior Double or Twin Room - Building 1,Beds: 1 double or 2 singles,1,8.5,244,False,False
Hotel Havane Opera,0,3,"9th arr., Paris",2.2,1,Review score ,315,Double Room,1 double bed,1,6.4,103,False,False
L'Hôtel,1,5,"6th arr., Paris",1.2,1,Fabulous ,347,Standard Double Room,1 double bed,1,8.6,288,False,False
St Christopher's Inn Paris - Canal,1,No Rating available,"19th arr., Paris",4.1,1,Good ,"4,343",Private Room (8 Adults),8 single beds,0,7.3,266,False,False
The People - Paris Nation,1,No Rating available,"12th arr., Paris",3.5,1,Very good ,"4,006",Double Room,1 double bed,0,8.5,140,False,False
SO Paris Hotel,1,5,"4th arr., Paris",1.1,1,Superb ,87,Collection King Room with Courtyard View,Multiple bed types,1,9.1,458,False,False
ibis Paris Canal Saint Martin,0,3,"10th arr., Paris",2.8,1,Good ,"1,372",Standard Double Room,1 double bed,1,7.9,130,False,False
Hotel Rochechouart - Orso Hotels,1,4,"9th arr., Paris",2.9,1,Fabulous ,977,Classic Double Room,1 large double bed,1,8.6,236,False,False
Hôtel Augustin - Astotel,1,3,"8th arr., Paris",3.2,1,Fabulous ,871,Standard Twin Room,2 single beds,0,8.6,211,False,False
Hôtel Le Ballu,1,4,"9th arr., Paris",3.3,1,Superb ,514,Superior Double Room,1 extra-large double bed,0,9.3,262,False,False
Hôtel Madison,1,4,"6th arr., Paris",1.3,1,Fabulous ,446,Superior Room with Saint-Germain-des-Prés Church View,Beds: 1 double or 2 singles,1,8.6,424,False,False
Maison Nabis by HappyCulture,1,4,"9th arr., Paris",3.2,1,Very good ,898,Deluxe Room,Beds: 1 double or 2 singles,1,8.0,161,False,False
Central Hotel Paris,0,3,"14th arr., Paris",2.7,1,Good ,"1,031",Double Room,1 double bed,0,7.7,164,False,False
New Hotel Lafayette,1,4,"9th arr., Paris",2.3,1,Good ,791,Small Double Room,1 double bed,1,7.7,171,False,False
Hôtel Square Louvois,1,4,"2nd arr., Paris",1.7,1,Fabulous ,901,Double or Twin Room,Beds: 1 double or 2 singles,1,8.9,296,False,False
Paris Marriott Opera Ambassador Hotel,1,4,"9th arr., Paris",2.1,1,Good ,225,Superior Double Room,1 extra-large double bed,1,7.4,486,False,False
Hotel Saint Cyr Etoile,1,3,"17th arr., Paris",5.5,1,Very good ,861,Superior Family Room,2 double beds,0,8.1,162,False,False
Hôtel AMI - Orso Hotels,1,3,"15th arr., Paris",3.9,1,Very good ,640,Standard Double Room - La bonne Amie,1 large double bed,1,8.5,153,False,False
Hôtel Malar,1,3,"7th arr., Paris",3.3,1,Review score ,411,Double Room,1 double bed,0,6.8,174,False,False
Hotel Saint Dominique,1,4,"7th arr., Paris",3.1,1,Very good ,516,Comfort Double Room,1 large double bed,0,8.3,215,False,False
Villa Margaux Opéra Montmartre,1,3,"9th arr., Paris",2.8,1,Good ,881,Double Room,1 double bed,0,7.9,135,False,False
Mercure Paris Alesia,1,4,"14th arr., Paris",4.2,1,Very good ,"1,204",Standard Double Room,1 large double bed,1,8.5,204,False,False
